clarity,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,carat,depth,table,x,y,z
2,4916,0,0,1,0,0,0,0,0,0,1,0,0,0.6381439847763629,-1.1129129373078508,-0.6508494212395314,0.9767679566830871,0.909806098772586,0.7839159525115823
1,14735,0,0,0,0,1,0,0,0,0,0,1,0,2.9077826128015274,-0.2597218651306851,0.9210909402405266,2.3075442780251576,2.375249008722417,2.283358587309395
3,518,0,0,1,0,0,0,0,0,0,1,0,0,-1.0220546412790812,-0.18862260911592008,-1.549101056370993,-1.2292840659443722,-1.1939585694989518,-1.2201467997662636
7,974,0,0,1,0,0,0,0,0,1,0,0,0,-0.9590091238339378,0.09577441494313513,-1.549101056370993,-1.0953132953394653,-1.086073201895284,-1.0759696233433969
3,1667,0,0,1,0,0,0,1,0,0,0,0,0,-0.5176905017179336,0.024675158928370067,-0.20172360367380052,-0.40759667290094626,-0.3488565232702148,-0.3695014588713509
3,435,0,0,0,1,0,0,0,0,0,0,1,0,-1.0220546412790812,-1.397309961366911,1.145653849023392,-1.2024899118233907,-1.1759776748983408,-1.3066531056199837
2,2753,0,0,0,0,1,0,1,0,0,0,0,0,-0.2024629144922166,-0.5441188891897404,-0.20172360367380052,-0.041409899914201985,0.0017709214417086642,-0.08114710602561742
2,5004,0,0,0,1,0,0,0,0,0,1,0,0,0.785250192148364,0.38017143900219036,-0.20172360367380052,0.9142482637341306,0.8828347568716686,0.9425108465767361
3,6337,0,0,0,1,0,0,0,0,0,1,0,0,1.205553641782654,-0.6152181452045055,0.6965280314576612,1.3340233449628371,1.2963953326857316,1.2164474817801818
6,1107,0,0,1,0,0,0,0,0,0,0,1,0,-0.748857399016793,-0.40192037716021023,-1.0999752388052622,-0.7201951376457275,-0.6994839679821375,-0.7443621175708037
1,4906,0,0,0,1,0,0,0,0,0,1,0,0,0.8482957095935075,-1.5395084733964362,1.145653849023392,1.0571504190460308,0.9997105717756428,0.8127513877961551
4,17838,0,0,1,0,0,0,0,0,0,1,0,0,2.5505246806123805,0.8067669750907757,-1.549101056370993,2.039602736815344,2.0066406694098835,2.1391814108865277
3,658,0,0,1,0,0,0,1,0,0,0,0,0,-1.0430698137607959,0.5223699510317205,-0.6508494212395314,-1.291803758893328,-1.2838630425020094,-1.23456451740855
6,1422,0,0,1,0,0,0,0,1,0,0,0,0,-0.7698725714985075,0.38017143900219036,-1.0999752388052622,-0.7559206764737026,-0.7893884409851952,-0.7299443999285175
2,1641,0,0,0,0,1,0,1,0,0,0,0,0,-0.4546449842727904,0.9489654871203058,-0.6508494212395314,-0.32721421053800176,-0.3668374178708259,-0.2397420000907705
5,1351,0,0,1,0,0,0,0,1,0,0,0,0,-0.8329180889436509,0.024675158928370067,-1.0999752388052622,-0.9077542164925965,-0.8882833612885576,-0.8885392939936705
2,1172,0,1,0,0,0,0,0,0,1,0,0,0,-0.6017511916447916,1.375561023208891,-1.0999752388052622,-0.5862243670408208,-0.5646272584775522,-0.42717232944049693
7,1129,0,0,0,1,0,0,1,0,0,0,0,0,-0.9800242963156522,-0.6863174012192705,0.24740221389193032,-1.1310388341674404,-1.1130445437962004,-1.1768936468394033
2,2475,0,0,1,0,0,0,0,0,0,0,1,0,-0.055356707120215086,0.024675158928370067,-1.0999752388052622,0.14614917893266693,0.1815798674478224,0.16395409389325571
1,13726,0,0,1,0,0,0,0,0,0,0,0,1,3.1389495101003866,0.024675158928370067,-0.47119909421323963,2.3879267403881013,2.492124823626392,2.441953481374549
3,450,0,0,0,1,0,0,0,0,0,0,0,1,-0.9800242963156522,-1.5395084733964362,1.5947796665891227,-1.068519141218484,-1.1130445437962004,-1.2201467997662636
1,2184,0,0,0,1,0,0,0,0,0,1,0,0,-0.2024629144922166,-1.1129129373078508,1.5947796665891227,0.03004117774174816,-0.061162209660431614,-0.1388179765947641
4,402,0,0,0,0,1,1,0,0,0,0,0,0,-1.1901760211327972,0.09577441494313513,0.24740221389193032,-1.6133336083451035,-1.5895382507124038,-1.5805897408234302
1,4334,0,0,0,0,1,0,0,1,0,0,0,0,0.2388557076237877,0.5223699510317205,0.24740221389193032,0.3337082577795359,0.3883601553548543,0.42347301145441585
3,2137,0,0,0,0,1,0,0,0,0,1,0,0,-0.2024629144922166,1.020064743135071,-0.20172360367380052,-0.13072374698413927,-0.09712399886165451,0.005359199828102614
7,1046,0,0,1,0,0,0,0,1,0,0,0,0,-1.0220546412790812,0.024675158928370067,-1.549101056370993,-1.211421296530384,-1.2568917006010922,-1.2201467997662636
1,2567,0,0,0,0,1,0,0,0,0,0,1,0,0.36494674251407444,1.162263255164596,0.24740221389193032,0.5480614907473863,0.4243219445560772,0.6397387760887157
1,1100,0,0,0,0,1,0,0,1,0,0,0,0,-0.6017511916447916,0.6645684630612506,-0.6508494212395314,-0.5862243670408208,-0.5646272584775522,-0.49926091765193065
4,1370,0,0,1,0,0,0,0,0,0,1,0,0,-0.6227663641265061,0.09577441494313513,-1.998226873936724,-0.5504988282128458,-0.5106845746757175,-0.513678635294217
1,13373,0,0,1,0,0,0,0,1,0,0,0,0,2.6766157155026673,-0.8996151692635607,-0.20172360367380052,2.280750123904175,2.231401851917527,2.0959282579596685
2,5880,0,0,0,1,0,1,0,0,0,0,0,0,0.42799225995921797,-1.5395084733964362,-0.20172360367380052,0.7266891848872616,0.6400926797634146,0.4811438820235625
0,2108,0,0,0,0,1,0,0,0,1,0,0,0,0.44900743244093244,0.9489654871203058,1.145653849023392,0.6195125684033365,0.4692741810576056,0.6541564937310026
4,1883,0,0,0,0,1,0,1,0,0,0,0,0,-0.47566015675450485,0.8067669750907757,-0.20172360367380052,-0.40759667290094626,-0.3938087597717433,-0.3118305883022042
5,692,0,0,0,0,1,0,0,0,1,0,0,0,-0.9800242963156522,-0.2597218651306851,-1.0999752388052622,-1.1310388341674404,-1.104054096495895,-1.1336404939125437
3,686,0,0,0,1,0,0,0,1,0,0,0,0,-0.9590091238339378,-1.8239054974554914,1.145653849023392,-1.0417249870975032,-1.0141496234928382,-1.1913113644816904
2,684,0,0,1,0,0,0,1,0,0,0,0,0,-0.8329180889436509,1.020064743135071,-0.6508494212395314,-0.9524111400275651,-0.915254703189475,-0.8308684234245238
4,394,0,1,0,0,0,0,0,0,0,0,0,1,-1.0430698137607959,1.2333625111793611,0.24740221389193032,-1.327529297721303,-1.3108343844029269,-1.2057290821239768
6,10805,0,0,1,0,0,0,0,0,1,0,0,0,0.995401916965509,-0.04642409708638995,-0.6508494212395314,1.0482190343390374,1.1705290704814517,1.1011057406418885
4,982,0,0,0,1,0,0,0,1,0,0,0,0,-0.8329180889436509,-0.4730196331749753,0.6965280314576612,-0.9077542164925965,-0.879292913988252,-0.9317924469205302
2,2042,0,0,0,0,1,0,0,0,1,0,0,0,-0.2024629144922166,0.5223699510317205,1.145653849023392,-0.07713543874217706,-0.04318131505982056,0.005359199828102614
4,3314,0,0,0,0,1,0,1,0,0,0,0,0,-0.0973870520836441,-0.18862260911592008,-1.549101056370993,0.13721779422567337,0.08268494714446,0.09186550568182265
5,522,0,0,0,0,1,0,0,0,1,0,0,0,-1.0851001587242246,0.38017143900219036,-0.6508494212395314,-1.3989803753772532,-1.3827579628053719,-1.3499062585468433
4,3567,0,0,0,0,1,1,0,0,0,0,0,0,-0.2024629144922166,-0.40192037716021023,-0.6508494212395314,-0.041409899914201985,0.019751816042319716,-0.05231167074104408
3,6352,0,0,1,0,0,0,0,0,1,0,0,0,0.47002260492264697,0.5223699510317205,-0.20172360367380052,0.6105811836963428,0.6490831270637202,0.6974096466578616
5,622,0,0,0,0,1,1,0,0,0,0,0,0,-1.106115331205939,0.38017143900219036,-0.20172360367380052,-1.4257745294982347,-1.4187197520065948,-1.3787416938314168
6,1008,0,0,0,0,1,0,0,0,1,0,0,0,-0.8329180889436509,-0.8285159132487956,0.24740221389193032,-0.9256169859065836,-0.8523215720873347,-0.9606278822051035
4,3061,0,0,0,0,1,0,1,0,0,0,0,0,-0.2024629144922166,-0.4730196331749753,-1.0999752388052622,-0.005684361086226911,0.03773271064293077,-0.037893953098757725
4,1125,0,0,1,0,0,0,0,0,1,0,0,0,-0.8329180889436509,0.45127069501695544,-0.20172360367380052,-0.880960062371615,-0.9062642558891695,-0.8452861410668102
4,470,0,0,0,0,1,1,0,0,0,0,0,0,-1.106115331205939,-0.9707144252783257,0.6965280314576612,-1.4079117600842468,-1.3737675155050664,-1.4652479996851369
2,432,0,0,0,0,1,0,0,0,0,0,1,0,-1.0010394687973667,0.8067669750907757,0.24740221389193032,-1.2471468353583592,-1.2389108060004812,-1.162475929197117
2,631,0,0,0,1,0,0,1,0,0,0,0,0,-0.9169787788705089,-0.6152181452045055,1.145653849023392,-1.0417249870975032,-1.0051591761925318,-1.0759696233433969
4,1567,0,0,1,0,0,0,0,0,1,0,0,0,-0.5387056741996481,-0.2597218651306851,-0.20172360367380052,-0.4701163658499021,-0.4477514435735772,-0.48484320000964365
4,776,0,0,0,1,0,0,0,0,1,0,0,0,-1.0430698137607959,0.09577441494313513,0.6965280314576612,-1.2560782200653529,-1.3018439371026205,-1.2633999526931234
6,936,0,0,0,1,0,0,0,0,0,1,0,0,-1.0010394687973667,-0.18862260911592008,0.6965280314576612,-1.1756957577024092,-1.2209299113998693,-1.2057290821239768
2,8075,0,0,1,0,0,0,0,0,0,1,0,0,1.268599159227797,0.45127069501695544,-0.6508494212395314,1.2357781131859062,1.305385779986037,1.3317892229184753
2,7703,0,0,0,0,1,0,1,0,0,0,0,0,0.869310882075222,0.30907218298743033,1.145653849023392,0.9410424178551121,0.927786993373197,0.9713462818613088
2,9645,0,0,0,1,0,0,0,0,1,0,0,0,1.4787508840449421,-0.40192037716021023,0.24740221389193032,1.4411999614467623,1.5391374097939863,1.4182955287721948
6,4209,0,0,1,0,0,1,0,0,0,0,0,0,-0.4126146393093614,0.5223699510317205,-1.0999752388052622,-0.27362590229603956,-0.29491383946838007,-0.22532428244848415
6,1120,0,0,1,0,0,0,0,1,0,0,0,0,-0.8749484339070799,-0.18862260911592008,-0.6508494212395314,-0.934548370613578,-0.915254703189475,-0.9462101645628171
4,3218,0,0,0,0,1,0,0,1,0,0,0,0,-0.1814477420105021,-0.8285159132487956,1.145653849023392,-0.041409899914201985,0.0017709214417086642,-0.10998254131019078
3,1569,0,0,0,1,0,0,0,1,0,0,0,0,-0.6017511916447916,0.23797292697266526,0.24740221389193032,-0.5683615976268337,-0.5466463638769404,-0.528096352936504
3,1708,0,1,0,0,0,1,0,0,0,0,0,0,-0.6227663641265061,1.5888587912531813,-0.6508494212395314,-0.6130185211618023,-0.636550836879998,-0.4560077647250703
5,1889,0,0,1,0,0,0,0,0,1,0,0,0,-0.49667532923621915,0.5223699510317205,-0.6508494212395314,-0.434390827021927,-0.4027992070720488,-0.3550837412290639
2,1343,0,0,1,0,0,0,1,0,0,0,0,0,-0.6017511916447916,0.5223699510317205,-0.6508494212395314,-0.5862243670408208,-0.5646272584775522,-0.513678635294217
5,465,0,0,0,0,1,0,0,1,0,0,0,0,-1.1901760211327972,-0.3308211211454502,1.145653849023392,-1.559745300103141,-1.5445860142108754,-1.5661720231811431
1,4583,0,0,0,1,0,1,0,0,0,0,0,0,0.47002260492264697,-1.7528062414407313,1.145653849023392,0.7445519543012488,0.7120162581658596,0.4955615996658489
3,781,0,0,1,0,0,0,0,1,0,0,0,0,-1.0010394687973667,-0.2597218651306851,-1.0999752388052622,-1.1667643729954156,-1.157996780297729,-1.1768936468394033
2,2167,0,1,0,0,0,0,0,1,0,0,0,0,-0.2024629144922166,-2.8903943376769523,3.391282936852046,0.04790394715573609,-0.007219525858597661,-0.3118305883022042
6,2530,0,0,1,0,0,0,0,0,0,0,1,0,-0.1814477420105021,0.45127069501695544,-0.20172360367380052,-0.05034128462119555,-0.01620997315890319,0.019776917470388965
4,16750,0,0,0,0,1,1,0,0,0,0,0,0,1.5628115739718,-1.8950047534702563,0.6965280314576612,1.5930335014656563,1.6380323300973487,1.317371505276189
6,9744,0,0,1,0,0,0,0,0,1,0,0,0,0.8482957095935075,-0.40192037716021023,-0.6508494212395314,1.039287649632043,1.0176914663762546,0.9713462818613088
6,732,0,0,0,1,0,0,0,0,0,0,1,0,-1.0220546412790812,-0.5441188891897404,0.24740221389193032,-1.193558527116397,-1.2568917006010922,-1.2633999526931234
4,378,0,0,0,0,1,0,1,0,0,0,0,0,-1.1691608486510827,-1.1840121933226158,-0.20172360367380052,-1.4704314530332032,-1.463671988508124,-1.5517543055388567
1,1289,0,0,1,0,0,1,0,0,0,0,0,0,-0.5807360191630772,0.5223699510317205,-0.6508494212395314,-0.5772929823338273,-0.5466463638769404,-0.49926091765193065
3,6235,0,0,1,0,0,0,0,0,1,0,0,0,0.42799225995921797,-2.0372032654997865,1.145653849023392,0.7177578001802681,0.7659589419676943,0.4667261643812755
3,6639,0,0,1,0,0,0,0,0,0,0,0,1,0.9323563995203655,0.23797292697266526,-0.6508494212395314,1.0124934955110623,1.0536532555774776,1.0578525877150282
2,3730,0,0,0,1,0,0,0,0,0,1,0,0,0.2178405351420732,-0.7574166572340305,0.6965280314576612,0.47661041309143615,0.4153314972557717,0.35138442324298214
1,505,0,0,0,0,1,0,1,0,0,0,0,0,-0.9169787788705089,0.5934692070464855,-0.20172360367380052,-1.0953132953394653,-1.0680923072946722,-1.0182987527742502
2,4488,0,1,0,0,0,0,0,1,0,0,0,0,0.5540832948495049,-3.3880891297803024,2.9421571192863154,0.9589051872690992,0.8828347568716686,0.4523084467389892
2,537,0,0,1,0,0,0,0,1,0,0,0,0,-0.9590091238339378,-0.4730196331749753,-0.6508494212395314,-1.0774505259254783,-1.0591018599943667,-1.1048050586279703
5,802,0,0,1,0,0,0,0,0,0,1,0,0,-1.0220546412790812,0.7356677190760106,-0.20172360367380052,-1.2471468353583592,-1.2838630425020094,-1.1913113644816904
2,732,0,0,0,1,0,1,0,0,0,0,0,0,-1.0220546412790812,-0.40192037716021023,1.145653849023392,-1.1756957577024092,-1.2389108060004812,-1.23456451740855
3,605,0,0,1,0,0,0,0,1,0,0,0,0,-1.0430698137607959,-0.11752335310115501,-0.20172360367380052,-1.2739409894793408,-1.2568917006010922,-1.2633999526931234
0,2376,1,0,0,0,0,0,0,0,0,0,1,0,0.8482957095935075,2.370950607415582,-1.0999752388052622,0.8249344166641933,0.7749493892679999,1.1155234582841749
1,2450,0,0,0,1,0,0,1,0,0,0,0,0,-0.1814477420105021,0.5934692070464855,0.24740221389193032,-0.02354713050021405,-0.05217176236012609,0.03419463511267596
1,15245,0,0,0,0,1,0,0,0,0,0,1,0,2.6766157155026673,0.9489654871203058,-0.20172360367380052,2.2092990462482254,2.132506931614163,2.312194022593968
1,8190,1,0,0,0,0,0,1,0,0,0,0,0,1.4787508840449421,-1.326210705352146,4.7386603895492385,1.4858568849817309,1.4132711475897057,1.245282917064756
2,5044,0,0,1,0,0,0,0,0,1,0,0,0,0.47002260492264697,-0.8285159132487956,0.6965280314576612,0.7356205695942553,0.7120162581658596,0.6109033408041422
1,2484,0,0,0,1,0,0,0,0,1,0,0,0,0.007688810324928415,-1.468409217381671,2.0439054841548536,0.26225718012358573,0.2265321039493516,0.06303007039724931
6,707,0,0,0,1,0,0,0,0,0,1,0,0,-1.0220546412790812,-0.8285159132487956,0.6965280314576612,-1.2203526812373777,-1.2119394640995638,-1.2778176703354103
2,2354,0,0,0,1,0,0,0,1,0,0,0,0,-0.2024629144922166,0.5223699510317205,0.6965280314576612,-0.05034128462119555,-0.07015265696073714,0.005359199828102614
4,3148,0,1,0,0,0,0,1,0,0,0,0,0,-0.2024629144922166,-2.1794017775293115,1.145653849023392,0.05683533186272966,0.09167539444476552,-0.18207112952162383
2,11176,0,0,0,0,1,0,1,0,0,0,0,0,1.520781229008371,1.2333625111793611,0.24740221389193032,1.4590627308607502,1.4042807002894002,1.6057258581219225
7,14616,0,0,1,0,0,0,0,0,1,0,0,0,1.163523296819225,0.30907218298743033,-0.20172360367380052,1.2000525743579311,1.2424526488838976,1.2597006347070423
3,2394,0,1,0,0,0,0,0,0,0,1,0,0,-0.2024629144922166,1.162263255164596,1.145653849023392,-0.1217923622771457,-0.10611444616196004,0.019776917470388965
5,664,0,0,0,0,1,0,0,1,0,0,0,0,-1.0640849862425104,-1.1840121933226158,0.24740221389193032,-1.2560782200653529,-1.2209299113998693,-1.3354885409045572
5,2629,0,0,1,0,0,0,0,1,0,0,0,0,-0.5176905017179336,-0.4730196331749753,-0.20172360367380052,-0.3986652881939519,-0.3758278651711322,-0.42717232944049693
6,589,0,0,1,0,0,0,0,0,0,0,1,0,-1.0010394687973667,0.09577441494313513,-1.0999752388052622,-1.193558527116397,-1.1939585694989518,-1.1768936468394033
1,7636,0,0,0,0,1,0,0,0,0,0,1,0,1.7099177813438016,-0.6152181452045055,2.4930313017205843,1.5841021167586626,1.6290418827970432,1.5048018346259153
2,707,0,0,1,0,0,0,0,1,0,0,0,0,-0.9379939513522234,-0.4730196331749753,-0.6508494212395314,-1.0417249870975032,-1.0321305180934492,-1.0759696233433969
2,4811,0,0,0,1,0,0,0,0,1,0,0,0,0.512052949886076,-1.8239054974554914,1.5947796665891227,0.851728570785174,0.8109111784692228,0.5820679055195689
3,768,0,0,1,0,0,0,0,0,1,0,0,0,-0.8749484339070799,0.23797292697266526,-1.3245381475881275,-0.970273909441553,-0.933235597790086,-0.9173747292782438
5,707,0,0,0,0,1,0,0,0,1,0,0,0,-1.0220546412790812,0.5934692070464855,-0.20172360367380052,-1.2828723741863344,-1.2568917006010922,-1.2057290821239768
1,15757,0,0,0,1,0,0,0,0,1,0,0,0,2.760676405429525,-1.8950047534702563,0.6965280314576612,2.325407047439145,2.402220350623335,2.0238396697482357
4,8550,0,0,0,1,0,0,0,0,0,1,0,0,1.3736750216363696,-0.8285159132487956,1.145653849023392,1.3786802684978057,1.287404885385426,1.2020297641378956
3,7246,0,0,0,1,0,0,0,0,0,1,0,0,0.95337157200208,-0.9707144252783257,0.6965280314576612,1.0660818037530244,1.1075959393793116,0.9425108465767361
4,9333,0,0,1,0,0,0,0,1,0,0,0,0,0.9323563995203655,0.30907218298743033,-1.0999752388052622,1.039287649632043,1.0266819136765601,1.0722703053573157
2,4443,0,1,0,0,0,0,1,0,0,0,0,0,0.47002260492264697,1.375561023208891,2.0439054841548536,0.5212673366264048,0.6041308905621917,0.740662799584722
5,2696,0,0,1,0,0,0,1,0,0,0,0,0,-0.49667532923621915,-0.6152181452045055,-0.6508494212395314,-0.2914886717100267,-0.3578469705705204,-0.3839191765136373
5,1906,0,0,1,0,0,0,0,0,1,0,0,0,-0.5807360191630772,0.30907218298743033,-0.6508494212395314,-0.5326360587988587,-0.5106845746757175,-0.48484320000964365
3,6306,0,0,1,0,0,0,0,1,0,0,0,0,0.47002260492264697,-0.18862260911592008,-0.20172360367380052,0.6731008766452995,0.6940353635652485,0.6541564937310026
2,2592,0,0,0,1,0,0,1,0,0,0,0,0,-0.2024629144922166,0.5223699510317205,1.5947796665891227,-0.005684361086226911,-0.14207623536318295,0.019776917470388965
5,548,0,0,0,0,1,1,0,0,0,0,0,0,-1.1481456761693682,0.23797292697266526,-0.20172360367380052,-1.5240197612751663,-1.4906433304090407,-1.4796657173274237
5,905,0,0,1,0,0,0,0,0,0,1,0,0,-0.8329180889436509,-0.2597218651306851,-0.7855871665092493,-0.898822831785603,-0.861312019387641,-0.8885392939936705
3,734,0,0,1,0,0,1,0,0,0,0,0,0,-1.0220546412790812,-0.7574166572340305,-0.6508494212395314,-1.2292840659443722,-1.2119394640995638,-1.2778176703354103
3,1076,0,0,1,0,0,1,0,0,0,0,0,0,-0.8119029164619365,0.45127069501695544,-1.0999752388052622,-0.8363031388366463,-0.8703024666879465,-0.8020329881399505
6,2603,0,0,0,1,0,0,0,0,0,1,0,0,-0.2024629144922166,-2.463798801588372,1.145653849023392,0.09256087069070473,0.06470405254384815,-0.21090656480619716
3,720,0,0,0,1,0,0,0,0,1,0,0,0,-1.0010394687973667,-0.04642409708638995,1.145653849023392,-1.1846271424094026,-1.2658821479013977,-1.2201467997662636
1,4101,0,1,0,0,0,0,0,1,0,0,0,0,0.49103777740436144,-0.04642409708638995,2.4930313017205843,0.6552381072313115,0.703025810865554,0.668574211373289
4,666,0,0,1,0,0,0,0,0,1,0,0,0,-0.9800242963156522,-0.11752335310115501,-0.20172360367380052,-1.1756957577024092,-1.1490063329974234,-1.162475929197117
3,706,0,0,1,0,0,0,0,1,0,0,0,0,-0.9379939513522234,-0.8996151692635607,-0.20172360367380052,-1.0774505259254783,-1.0141496234928382,-1.1192227762702573
1,3134,0,1,0,0,0,0,0,0,0,0,1,0,0.30190122506893097,1.4466602792236511,1.145653849023392,0.36943379660751097,0.4333123918563827,0.5820679055195689
3,14773,0,0,0,1,0,1,0,0,0,0,0,0,1.4997660565266566,-1.1129129373078508,0.6965280314576612,1.521582423809706,1.4402424894906232,1.3029537876339026
5,7979,0,0,1,0,0,0,0,0,1,0,0,0,0.42799225995921797,0.7356677190760106,-0.20172360367380052,0.5748556448683678,0.6311022324631083,0.6974096466578616
1,5567,0,1,0,0,0,1,0,0,0,0,0,0,0.785250192148364,-0.9707144252783257,3.391282936852046,0.9678365719760929,0.9367774406735025,0.8127513877961551
2,5266,0,0,0,1,0,0,0,0,0,0,0,1,0.869310882075222,0.30907218298743033,-0.20172360367380052,0.9946307260970743,0.927786993373197,1.0001817171458827
3,1814,0,0,0,1,0,0,0,0,0,0,0,1,-0.1604325695287876,0.5934692070464855,0.24740221389193032,-0.005684361086226911,-0.061162209660431614,0.03419463511267596
2,5671,0,0,0,0,1,1,0,0,0,0,0,0,0.42799225995921797,-1.397309961366911,0.6965280314576612,0.6641694919383051,0.703025810865554,0.4955615996658489
4,568,0,1,0,0,0,0,1,0,0,0,0,0,-1.0430698137607959,1.020064743135071,-0.20172360367380052,-1.309666528307316,-1.292853489802315,-1.2057290821239768
6,2045,0,0,0,0,1,0,0,0,1,0,0,0,-0.5807360191630772,0.09577441494313513,1.5947796665891227,-0.5504988282128458,-0.5376559165766349,-0.528096352936504
2,5428,0,0,1,0,0,0,0,0,1,0,0,0,0.6591591572580775,0.5934692070464855,-0.20172360367380052,0.8160030319571989,0.7479780473670825,0.8560045407230154
2,7372,0,0,1,0,0,0,0,0,1,0,0,0,0.8482957095935075,-0.11752335310115501,-0.20172360367380052,1.0035621108040678,1.0356723609768657,1.0001817171458827
1,2130,0,1,0,0,0,0,0,1,0,0,0,0,-0.1814477420105021,1.6599580472679414,1.145653849023392,-5.114436413486658,-5.149755381633468,-5.098512845541375
5,2294,0,0,1,0,0,0,0,1,0,0,0,0,-0.5176905017179336,-0.6863174012192705,-0.6508494212395314,-0.40759667290094626,-0.3668374178708259,-0.4560077647250703
4,720,0,0,0,1,0,0,0,0,0,1,0,0,-1.0010394687973667,-0.04642409708638995,0.24740221389193032,-1.1756957577024092,-1.2209299113998693,-1.1913113644816904
4,605,0,1,0,0,0,0,0,0,1,0,0,0,-1.0430698137607959,1.162263255164596,0.24740221389193032,-1.3364606824282965,-1.328815279003538,-1.2201467997662636
7,946,0,0,1,0,0,0,0,0,1,0,0,0,-0.9800242963156522,-0.5441188891897404,-1.0999752388052622,-1.104244680046459,-1.086073201895284,-1.1336404939125437
2,2375,0,0,1,0,0,0,0,0,0,1,0,0,-0.2024629144922166,-0.04642409708638995,-0.20172360367380052,-0.02354713050021405,-0.04318131505982056,-0.037893953098757725
3,5519,0,0,0,0,1,0,0,0,1,0,0,0,0.44900743244093244,0.5223699510317205,1.145653849023392,0.5212673366264048,0.5771595486612743,0.6109033408041422
2,13919,0,0,0,1,0,0,0,0,0,1,0,0,3.1179343376186712,-1.7528062414407313,0.24740221389193032,2.566554434527976,2.546067507428227,2.2401054343825346
3,4253,0,1,0,0,0,0,0,1,0,0,0,0,0.2178405351420732,1.091163999149831,-0.20172360367380052,0.2801199495375737,0.32542702425271397,0.4378907290967022
4,1021,0,0,0,1,0,0,0,0,0,1,0,0,-0.8329180889436509,-0.3308211211454502,0.6965280314576612,-0.8363031388366463,-0.8882833612885576,-0.8885392939936705
6,3952,0,0,0,1,0,1,0,0,0,0,0,0,-0.1814477420105021,-2.1083025215145517,0.24740221389193032,0.14614917893266693,0.07369449984415367,-0.1388179765947641
3,1436,0,0,1,0,0,0,0,1,0,0,0,0,-0.6227663641265061,0.6645684630612506,-0.20172360367380052,-0.5772929823338273,-0.5646272584775522,-0.49926091765193065
5,906,0,0,0,1,0,0,0,0,0,1,0,0,-0.9379939513522234,0.09577441494313513,0.24740221389193032,-1.0595877565114904,-1.104054096495895,-1.0615519057011107
1,4001,0,1,0,0,0,0,0,0,1,0,0,0,0.49103777740436144,1.375561023208891,1.145653849023392,0.5569928754543799,0.496245522958523,0.6974096466578616
6,1080,0,0,1,0,0,0,0,0,1,0,0,0,-1.0010394687973667,0.1668736709579002,-0.20172360367380052,-1.1667643729954156,-1.2119394640995638,-1.162475929197117
0,2925,0,0,1,0,0,0,0,0,0,0,1,0,0.47002260492264697,-0.04642409708638995,-0.6508494212395314,0.682032261352293,0.6400926797634146,0.6541564937310026
7,3354,0,0,1,0,0,0,0,0,0,1,0,0,-0.1814477420105021,0.8778662311055407,-0.20172360367380052,-0.041409899914201985,-0.007219525858597661,0.07744778803953566
2,4227,0,0,0,1,0,0,0,0,0,0,1,0,0.47002260492264697,0.6645684630612506,0.24740221389193032,0.6373753378173244,0.6131213378624972,0.7118273643001493
2,687,0,0,0,0,1,0,0,0,1,0,0,0,-0.790887743980222,-0.11752335310115501,1.5947796665891227,-0.8363031388366463,-0.8163597828861118,-0.8308684234245238
7,1318,0,0,1,0,0,0,0,0,1,0,0,0,-0.7698725714985075,0.09577441494313513,-1.998226873936724,-0.7648520611806962,-0.7624170990842778,-0.7443621175708037
4,2533,0,0,1,0,0,0,1,0,0,0,0,0,-0.30753877690078885,-0.2597218651306851,0.6965280314576612,-0.1753806705191079,-0.14207623536318295,-0.18207112952162383
2,1271,0,0,1,0,0,0,0,0,0,0,1,0,-0.3705842943459324,0.09577441494313513,-1.549101056370993,-0.22003759405407655,-0.20500936646532322,-0.19648884716391082
2,3774,0,0,1,0,0,0,0,1,0,0,0,0,0.07073432777007169,0.1668736709579002,-1.0999752388052622,0.27118856483058007,0.30744612965210294,0.3081312703161224
5,583,0,0,0,0,1,0,0,1,0,0,0,0,-1.1901760211327972,-0.18862260911592008,-0.6508494212395314,-1.586539454224122,-1.553576461511181,-1.5805897408234302
1,9784,0,1,0,0,0,0,0,1,0,0,0,0,1.604841918935229,-3.0325928497064822,0.24740221389193032,1.8699064273824633,1.7459176977010176,1.317371505276189
3,2494,0,1,0,0,0,0,0,1,0,0,0,0,-0.1814477420105021,1.304461767194126,0.24740221389193032,-0.05034128462119555,-0.09712399886165451,0.07744778803953566
3,5026,0,0,0,1,0,0,0,0,0,0,0,1,0.9323563995203655,-0.2597218651306851,0.6965280314576612,1.0571504190460308,0.9907201244753373,0.9857639995035952
4,18571,0,0,1,0,0,0,0,1,0,0,0,0,1.688902608862087,-0.8996151692635607,-0.20172360367380052,1.6734159638286,1.7099559084997946,1.5480549875527758
4,645,0,0,1,0,0,0,0,0,1,0,0,0,-1.0220546412790812,-0.6863174012192705,-0.20172360367380052,-1.193558527116397,-1.1759776748983408,-1.23456451740855
0,3098,0,1,0,0,0,0,0,0,0,0,1,0,1.037432261928938,1.7310573032827115,-1.549101056370993,1.075013188460018,0.9907201244753373,1.2741183523493287
4,544,0,1,0,0,0,0,0,0,0,1,0,0,-1.0220546412790812,1.304461767194126,-1.0999752388052622,-1.2828723741863344,-1.2658821479013977,-1.14805821155483
